NAME,LATITUDE,LONGITUDE,NAICS_DESC,OPER_CAP,SUMMER_CAP,WINTER_CAP,GEN_UNITS,LINES
ARAPAHOE 3 COMMUNITY SOLAR ARRAY,39.63847888,-104.6742935,SOLAR ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
XCEL ADAMS 2 COMMUNITY SOLAR ARRAY,39.7863106,-104.5868011,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
XCEL ADAMS 1 COMMUNITY SOLAR ARRAY,39.76562532,-104.5906604,SOLAR ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
SIMCOE SOLAR,43.28796186,-115.9558736,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,0
VICTORY SOLAR LLC,39.79519722,-104.4314795,SOLAR ELECTRIC POWER GENERATION,12.8,12.8,12.8,1,0
BHE PUEBLO 2 COMMUNITY SOLAR ARRAY,38.28441778,-104.5240662,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
WEBER STATE UNIVERSITY - DAVIS CAMPUS PV,41.09888264,-111.9821521,SOLAR ELECTRIC POWER GENERATION,1.3,1.3,1.3,1,0
TIMOTHY LAKE POWERHOUSE,45.37053113,-121.7564824,HYDROELECTRIC POWER GENERATION,1.2,1.1,1.1,1,0
PAVANT SOLAR III,39.1505925,-112.3569193,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,0
"JACKPOT SOLAR NORTH, LLC",42.20592564,-114.6472938,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
"JACKPOT SOLAR SOUTH, LLC",42.20601487,-114.6451226,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
"JACKPOT SOLAR EAST, LLC",42.20601487,-114.6462528,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
"JACKPOT SOLAR WEST, LLC",42.20595539,-114.645658,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
"OSLH, LLC",42.20598513,-114.6459554,SOLAR ELECTRIC POWER GENERATION,9.9,9.9,9.9,1,0
TWIN BUTTES II WIND,44.0619964,-121.227658,WIND ELECTRIC POWER GENERATION,75,75,75,1,0
LUND HILL,37.77188463,-102.5302212,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
GALA SOLAR,45.88801487,-120.3549256,SOLAR ELECTRIC POWER GENERATION,56.3,56,56,1,0
FRESNO DAM SITE WATER POWER PROJECT,48.59902571,-109.9459035,HYDROELECTRIC POWER GENERATION,0,0,0,0,0
UAMPS CARBON FREE POWER PLANT,43.51949934,-112.0461364,NUCLEAR ELECTRIC POWER GENERATION,0,0,0,0,0
MARTINSDALE WIND FARM,46.50450755,-110.2196892,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
QUICHAPA 1,37.65351167,-113.2185159,SOLAR ELECTRIC POWER GENERATION,3,3,2.7,1,0
QUICHAPA 2,37.66811967,-113.1909404,SOLAR ELECTRIC POWER GENERATION,3,3,2.7,1,0
QUICHAPA 3,37.64956473,-113.2402554,SOLAR ELECTRIC POWER GENERATION,3,3,2.7,1,0
BIG TIMBER WIND FARM,45.85542039,-109.6491594,WIND ELECTRIC POWER GENERATION,25,25,25,1,0
LONG RIDGE SOLAR FARM,39.52300761,-112.5459924,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
SHAVANO FALLS HYDRO,38.49195839,-108.0022754,HYDROELECTRIC POWER GENERATION,2.8,2.8,2.8,1,0
SHAVANO FALLS HYDRO DROP 4,38.45047539,-107.7767194,HYDROELECTRIC POWER GENERATION,4.8,4.5,4.5,1,0
DROP 5,38.40436939,-107.8102206,HYDROELECTRIC POWER GENERATION,2.4,2.4,0,1,0
"OR SOLAR 2, LLC",42.5420915,-122.7813152,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
HEAD OF U CANAL HYDRO PROJECT,42.76280761,-114.3957924,HYDROELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
BEAR CREEK SOLAR CENTER,44.06077593,-121.2372106,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
"RIVER BEND SOLAR, LLC",45.70401504,-109.5651505,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
"SOUTH MILLS SOLAR, LLC",45.73012061,-107.6327534,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
"GREEN MEADOW SOLAR, LLC",46.69638401,-112.0656256,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
SR KERSEY,40.38567162,-104.5493282,SOLAR ELECTRIC POWER GENERATION,3.5,3.5,3.5,1,0
"GREAT DIVIDE SOLAR, LLC",46.8078177,-112.2514465,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
"BLACK EAGLE SOLAR, LLC",47.5475193,-111.2539968,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
"MAGPIE SOLAR, LLC",46.29169016,-108.9367243,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
MILL CREEK SOLAR (OR),45.16960193,-123.1362615,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
WYEAST SOLAR,45.58520153,-120.599171,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
SWEETWATER SOLAR,41.62907884,-109.6834796,SOLAR ELECTRIC POWER GENERATION,92,92,92,1,0
BOSWELL WIND I,41.91903807,-105.8690533,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
BOSWELL WIND II,41.86902284,-105.8319924,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
BOSWELL WIND III,41.92300761,-105.7920228,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
BOSWELL WIND IV,41.91196193,-105.7520076,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
"OR SOLAR 5, LLC",42.03033961,-121.6115878,SOLAR ELECTRIC POWER GENERATION,8,8,8,1,0
"OR SOLAR 8, LLC",42.23889561,-121.5858558,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
COYOTE RIDGE COMMUNITY SOLAR,40.50090036,-105.1321077,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
"OR SOLAR 6, LLC",42.20898039,-120.3677994,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
PANASONIC CARPORT SOLAR,39.8087265,-104.7815167,SOLAR ELECTRIC POWER GENERATION,2.3,2.3,2.3,2,0
SR PLATTE SOLAR FARM,40.18170393,-104.6920898,SOLAR ELECTRIC POWER GENERATION,16,16,16,1,0
SAN LUIS SOLAR GARDEN,37.06810916,-106.0189326,SOLAR ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
ADAMS SOLAR CENTER,44.67499239,-121.1220228,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
ELBE SOLAR CENTER,44.61796193,-121.2049924,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
PROVO POWER PLANT,40.24260101,-111.6631551,FOSSIL FUEL ELECTRIC POWER GENERATION,12,12,12,5,0
KLAMATH FALLS SOLAR 2,42.18302284,-121.7640228,SOLAR ELECTRIC POWER GENERATION,2.9,2.9,2.9,1,0
WOODLINE SOLAR,42.23645061,-121.5776372,SOLAR ELECTRIC POWER GENERATION,8,8,8,1,0
EAGLE POINT SOLAR,42.40080639,-122.8291167,SOLAR ELECTRIC POWER GENERATION,9.9,9.9,9.9,1,0
DENVER METRO SOLAR,39.75932084,-104.6211009,SOLAR ELECTRIC POWER GENERATION,1.6,1.6,1.6,1,0
"TUMBLEWEED SOLAR, LLC",44.18840999,-121.2352761,SOLAR ELECTRIC POWER GENERATION,9.9,9.9,9.9,1,0
SAN LUIS VALLEY SOLAR ARRAY,37.77699239,-106.2199772,SOLAR ELECTRIC POWER GENERATION,2.7,2.7,2.7,1,0
VILAS SOLAR ARRAY,37.38563707,-102.4673173,SOLAR ELECTRIC POWER GENERATION,4,4,4,1,0
"CHILOQUIN SOLAR, LLC",42.61140967,-121.8626566,SOLAR ELECTRIC POWER GENERATION,9.9,9.9,9.9,1,0
NORTH GOODING MAIN HYDRO,43.04510761,-114.5587924,HYDROELECTRIC POWER GENERATION,1.3,1.3,0.1,1,0
QUINCY II SOLAR GARDEN,39.63661953,-104.6578557,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
IMBODEN SOLAR GARDEN,39.7851167,-104.5817999,SOLAR ELECTRIC POWER GENERATION,3,3,3,2,0
DOUGLAS COUNTY FOREST PRODUCTS,43.28924416,-123.3610365,BIOMASS ELECTRIC POWER GENERATION,6.3,6.3,6.3,1,0
TITAN SOLAR,39.68648284,-104.0139876,SOLAR ELECTRIC POWER GENERATION,50,50,50,1,0
DAYTON CUTOFF SOLAR,45.17008376,-123.1344898,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
VALLEY CREEK SOLAR,45.03299239,-123.0939924,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
SILVERTON SOLAR,45.01457107,-122.807236,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
SHEEP SOLAR,44.82590101,-122.9491751,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
COLTON SOLAR,45.16997716,-122.4730076,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
INTERSTATE SOLAR,45.12885533,-122.8999366,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
GRAND RONDE SOLAR,45.05285024,-123.6095203,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
BRUSH SOLAR CENTER,44.46523501,-118.2038999,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
JORDANELLE DAM HYDROELECTRIC PROJECT,40.59670399,-111.4235662,HYDROELECTRIC POWER GENERATION,13,13,13,2,0
BAKER CITY SOLAR,44.70241039,-117.7634592,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
MORGAN SOLAR CENTER,43.95141407,-117.0747876,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
VALE SOLAR CENTER,44.15777501,-117.4443286,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
"STILLWATER WIND, LLC",45.86586855,-109.4766375,WIND ELECTRIC POWER GENERATION,79.7,79.7,79.7,1,0
CRAZY MOUNTAIN WIND LLC,45.77293075,-110.2041705,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
ONTARIO SOLAR CENTER,44.11283148,-117.0281025,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
BAR D,39.92366948,-108.4627185,SOLAR ELECTRIC POWER GENERATION,4,4,4,1,0
ADAMS NIELSON SOLAR,46.95532759,-118.6211774,SOLAR ELECTRIC POWER GENERATION,19.2,19.2,19.2,1,0
OREGON UNIVERSITY SYSTEM RABBIT FIELD,44.57423827,-123.3208329,SOLAR ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
AIRPORT 1 SOLAR (DIA),39.90000912,-104.6734047,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
TOOELE ARMY DEPOT,40.50295267,-112.3706435,WIND ELECTRIC POWER GENERATION,1.7,1.7,1.7,1,0
PIKES PEAK SOLAR GARDEN 1 LLC,38.77412357,-104.7459409,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
ADAMS COMMUNITY SOLAR GARDEN LLC,39.78735067,-104.5861417,SOLAR ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
ADAMS COMMUNITY SOLAR GARDEN III LLC,39.78629724,-104.5885247,SOLAR ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
THERMO SOLAR PV-01,38.16062986,-113.1952312,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
POPLARS RANCH SOLAR LLC,43.26820779,-120.9136152,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
FIDDLER'S CANYON 3,37.73109649,-113.2193537,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
"IRON SPRINGS SOLAR, LLC",37.72456099,-113.1608621,SOLAR ELECTRIC POWER GENERATION,80,80,80,1,0
"GRANITE MOUNTAIN SOLAR WEST, LLC",37.7989238,-113.3219762,SOLAR ELECTRIC POWER GENERATION,50.4,50.4,50.4,1,0
"GRANITE MOUNTAIN SOLAR EAST, LLC",37.77268674,-113.2331845,SOLAR ELECTRIC POWER GENERATION,80,80,80,1,0
MILFORD 2,38.38484037,-112.9839354,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
LATIGO WIND PARK,37.88682497,-109.3683186,WIND ELECTRIC POWER GENERATION,62.1,62.1,62.1,1,0
GOLDEN WEST POWER PARTNERS LLC,38.93492862,-104.2119762,WIND ELECTRIC POWER GENERATION,250,250,250,1,0
CAROUSEL WIND FARM LLC,39.33397621,-102.1729762,WIND ELECTRIC POWER GENERATION,150,150,150,1,0
HOOPER SOLAR,37.69421867,-105.9824125,SOLAR ELECTRIC POWER GENERATION,52,52,52,1,0
ORCHARD RANCH SOLAR,43.46892736,-116.2897827,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,0
AMERICAN FALLS SOLAR,42.82502317,-112.7489543,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,0
AMERICAN FALLS SOLAR II,42.8210685,-112.7487282,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,0
MESA 1,47.93621185,-122.2468635,OTHER ELECTRIC POWER GENERATION,2,2,2,2,0
MESA 2,47.97266914,-122.1986797,OTHER ELECTRIC POWER GENERATION,2.4,2.2,2.2,1,0
SR JENKINS FT LUPTON,40.0820579,-104.7463124,SOLAR ELECTRIC POWER GENERATION,13,13,13,1,0
"STEEL BRIDGE SOLAR, LLC",45.06751221,-123.4709399,SOLAR ELECTRIC POWER GENERATION,2.3,2.3,2.3,1,0
GRAND VIEW SOLAR TWO,42.98997215,-116.0902687,SOLAR ELECTRIC POWER GENERATION,80,80,68,2,0
"NOLIN HILLS WIND, LLC",45.55420498,-119.1152323,WIND ELECTRIC POWER GENERATION,0,0,0,1,0
OREGON CONVENTION CENTER,45.5284689,-122.6630867,SOLAR ELECTRIC POWER GENERATION,1.4,1.4,1.4,1,0
GRANBY HYDRO,40.14624534,-105.8685023,HYDROELECTRIC POWER GENERATION,1.2,1.2,0.2,1,0
BIG SAND DRAW PLANT,42.75292605,-108.1694977,FOSSIL FUEL ELECTRIC POWER GENERATION,8,7,7,5,0
PEAK VIEW WIND FARM,37.70652979,-104.5003363,WIND ELECTRIC POWER GENERATION,60.8,60.8,60.8,1,0
VALLEY VIEW SOLAR,40.41986866,-104.8940498,SOLAR ELECTRIC POWER GENERATION,4,4,4,1,0
SKYLARK,40.57759157,-104.8958271,SOLAR ELECTRIC POWER GENERATION,4,4,4,1,0
"PIONEER WIND PARK, LLC",42.72549731,-105.8636836,WIND ELECTRIC POWER GENERATION,80,80,80,1,0
DURHAM AWTF,45.40047284,-122.7657613,BIOMASS ELECTRIC POWER GENERATION,1.6,1.6,1.6,2,0
SR MAVERICKS,40.22924416,-105.0295673,SOLAR ELECTRIC POWER GENERATION,7.8,7.8,7.8,1,0
"SAN ISABEL SOLAR, LLC",37.37200952,-104.8429619,SOLAR ELECTRIC POWER GENERATION,30,30,30,1,0
"JEFFCO CSG, LLC",39.85920708,-105.1511931,SOLAR ELECTRIC POWER GENERATION,1.2,1.2,1.2,1,0
"GROVE SOLAR CENTER, LLC",43.93790053,-117.382142,SOLAR ELECTRIC POWER GENERATION,6,6,6,1,0
"HYLINE SOLAR CENTER, LLC",44.15047078,-117.000761,SOLAR ELECTRIC POWER GENERATION,9,9,9,1,0
"OPEN RANGE SOLAR CENTER, LLC",43.79659944,-117.0648589,SOLAR ELECTRIC POWER GENERATION,10,10,10,1,0
"RAILROAD SOLAR CENTER, LLC",43.99928011,-117.100252,SOLAR ELECTRIC POWER GENERATION,4.5,4.5,4.5,1,0
HUERFANO RIVER WIND,37.772222,-104.832222,WIND ELECTRIC POWER GENERATION,8,8,8,4,0
ENEL COVE FORT,38.560278,-112.581111,GEOTHERMAL ELECTRIC POWER GENERATION,25,25,25,2,0
BERYL SOLAR PLANT,37.639167,-113.645833,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
CEDAR VALLEY SOLAR PLANT,37.807778,-113.09,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
BUCKHORN SOLAR PLANT,38.023333,-112.731667,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
MILFORD FLAT SOLAR PLANT,38.291389,-113.008333,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
LAHO SOLAR PLANT,38.291389,-113.035556,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
GREENVILLE SOLAR PLANT,38.256111,-112.7358,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
GRANITE PEAK SOLAR PLANT,38.402778,-112.988889,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
CARTER HYDRO,40.324167,-105.208889,HYDROELECTRIC POWER GENERATION,2.6,2.6,0.8,2,0
UTAH RED HILLS RENEWABLE ENERGY PARK,37.882778,-112.904167,SOLAR ELECTRIC POWER GENERATION,80,80,80,1,0
LRI LFGTE FACILITY,46.975556,-122.290556,BIOMASS ELECTRIC POWER GENERATION,4.5,4.5,4.5,3,0
NOOKSACK HYDRO,48.907778,-121.814167,HYDROELECTRIC POWER GENERATION,1.5,2.8,2.6,1,0
SOUTH CANAL HYDRO-1,38.483333,-107.755,HYDROELECTRIC POWER GENERATION,4,3.8,0.2,1,0
SOUTH CANAL HYDRO-3,38.470278,-107.771389,HYDROELECTRIC POWER GENERATION,3.5,3.3,0.2,1,0
TRI-COUNTY WATER HYDROPOWER PROJECT,38.239167,-107.758056,HYDROELECTRIC POWER GENERATION,8,8,0.8,2,0
TRISHE WIND COLORADO,40.627222,-102.626389,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
FAIRFIELD WIND,47.723333,-111.965278,WIND ELECTRIC POWER GENERATION,10,10,10,1,0
TWO DOT WINT FARM,46.449444,-110.087222,WIND ELECTRIC POWER GENERATION,9.7,9.7,9.7,1,0
CHOPIN WIND LLC,45.88,-118.463333,WIND ELECTRIC POWER GENERATION,10,10,10,1,0
LIMON III WIND LLC,39.353333,-103.474167,WIND ELECTRIC POWER GENERATION,200.6,200.6,200.6,1,0
FRONT RANGE PROJECT,40.0294444,-105.004722,BIOMASS ELECTRIC POWER GENERATION,3.2,3.1,3.1,1,0
BIGHTON PV SOLAR PLANT,39.9825,-104.940833,SOLAR ELECTRIC POWER GENERATION,1.8,1.8,1.8,1,0
STERLING PV 3,40.6316,-103.194694,SOLAR ELECTRIC POWER GENERATION,1.6,1.6,1.6,1,0
MESA PV1,39.0672,-108.509139,SOLAR ELECTRIC POWER GENERATION,1.6,1.6,1.6,1,0
EAGLE SPRINGS SOLAR LLC,39.5261111,-107.6961111,SOLAR ELECTRIC POWER GENERATION,1,1,0.8,1,0
EBAY - SOUTH JORDAN,40.560556,-112.047778,FOSSIL FUEL ELECTRIC POWER GENERATION,9.8,9.8,9.8,2,0
DORENA HYDRO-ELECTRIC FACILITY,43.786667,-122.958056,HYDROELECTRIC POWER GENERATION,7.5,7.5,7.5,2,0
OLD MILL SOLAR,42.203333,-121.046389,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
PAISLEY GEOTHERMAL GENERATING PLANT,42.695833,-120.557778,GEOTHERMAL ELECTRIC POWER GENERATION,3.7,1.8,2.3,1,0
"ENTERPRISE SOLAR, LLC",37.641111,-113.6125,SOLAR ELECTRIC POWER GENERATION,80,80,80,1,0
"ESCALANTE SOLAR I, LLC",38.524167,-113.033889,SOLAR ELECTRIC POWER GENERATION,80,80,80,1,0
"ESCALANTE SOLAR II, LLC",38.500833,-113.03,SOLAR ELECTRIC POWER GENERATION,80,80,80,1,0
"ESCALANTE SOLAR III, LLC",38.497778,-112.986944,SOLAR ELECTRIC POWER GENERATION,80,80,80,1,0
DENVER INTL AIRPORT IV SOLAR,39.900556,-104.669444,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,0.6,1,0
JEFF CREEK WINDFARM (BURN RIVER),44.425,-117.273889,WIND ELECTRIC POWER GENERATION,10,10,10,1,0
BENSON CREEK WINDFARM (BURNT RIVER),44.366944,-117.343889,WIND ELECTRIC POWER GENERATION,10,10,10,1,0
DURBIN CREEK WINDFARM (BURNT CREEK),44.353056,-117.323056,WIND ELECTRIC POWER GENERATION,10,10,10,1,0
PROSPECTOR WINDFARM (BURNT RIVER),44.418056,-117.255,WIND ELECTRIC POWER GENERATION,10,10,10,1,0
BYUI CENTRAL ENERGY FACILITY,43.816944,-111.785833,FOSSIL FUEL ELECTRIC POWER GENERATION,5.6,4.6,5.3,1,0
BANNOCK COUNTY LFG TO ENERGY,42.787778,-112.365556,BIOMASS ELECTRIC POWER GENERATION,3.2,2.8,2.8,2,0
SOUTH MILFORD SOLAR PLANT,38.311111,-113.053611,SOLAR ELECTRIC POWER GENERATION,2.9,2.9,2.9,1,0
COMANCHE SOLAR,38.205278,-104.566667,SOLAR ELECTRIC POWER GENERATION,120,120,120,1,0
HIGHLAND PARK PROJECT,39.735278,-105.648611,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
WASHINGTON CITY ELECTRIC GENERATION,37.155,-113.439167,FOSSIL FUEL ELECTRIC POWER GENERATION,6,6,6,3,0
"MT. HOME SOLAR 1, LLC",43.129,-115.752,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,0
"PAVANT SOLAR, LLC",38.960519,-112.36327,SOLAR ELECTRIC POWER GENERATION,50,50,50,1,0
"JC-BIOMETHANE, LLC",44.183526,-123.200454,BIOMASS ELECTRIC POWER GENERATION,1.6,1.6,1.6,1,0
PERENNIAL WIND CHASER STATION,45.801999,-119.37212,FOSSIL FUEL ELECTRIC POWER GENERATION,0,0,0,0,0
SUNNYSIDE RANCH COMMUNITY SOLAR ARRAY,39.415027,-107.157188,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
"MUD SPRINGS WIND PROJECT, LLC",45.114387,-108.663391,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
"PRYOR CAVES WIND PROJECT, LLC",45.165525,-108.693138,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
"HORSE THIEF WIND PROJECT, LLC",45.223629,-108.745184,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
FIDDLER'S CANYON #2,37.794678,-113.283666,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
FIDDLER'S CANYON #1,37.750268,-113.253724,SOLAR ELECTRIC POWER GENERATION,3,3,3,1,0
CHOKECHERRY AND SIERRA MADRE WIND,41.683056,-107.2,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
OREGON UNIVERSITY SYSTEM OIT KLAMATH FALLS,42.254167,-121.785,SOLAR ELECTRIC POWER GENERATION,2,2,2,1,0
SUMMIT RIDGE I WIND FARM,45.451667,-120.941667,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
COYOTE CREST WIND FARM,46.738333,-123.347778,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
SPRING CANYON EXPANSION WIND ENERGY CENTER,40.964167,-103.077222,WIND ELECTRIC POWER GENERATION,62.6,62.6,62.6,2,0
TUCANNON RIVER WIND FARM,46.421111,-118.026944,WIND ELECTRIC POWER GENERATION,266.8,266.8,266.8,1,0
EAGLE VALLEY CLEAN ENERGY LLC BIOMASS,39.648056,-106.943056,BIOMASS ELECTRIC POWER GENERATION,12.6,12.6,12.6,1,0
POTB DIGESTER,45.41444,-123.804167,BIOMASS ELECTRIC POWER GENERATION,1,1,1,1,0
HTW PLANT 303 COGEN,40.763056,-111.841667,FOSSIL FUEL ELECTRIC POWER GENERATION,7.4,5.6,6.6,1,0
FINLEY BUTTES LANDFILL GAS,45.69,-119.61,BIOMASS ELECTRIC POWER GENERATION,4.8,4.8,4.8,3,0
BALLSTON SOLAR LLC,45.077,-123.395,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
LABISH SOLAR LLC,45.023,-122.922,SOLAR ELECTRIC POWER GENERATION,2.2,2.2,2.2,1,0
OAK LEAF SOLAR XXVII LLC,40.44,-104.64,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
OAK LEAF SOLAR XXX LLC (CSG),37.453381,-105.878021,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
NORWEST ENERGY 9 LLC,45.917,-119.343,SOLAR ELECTRIC POWER GENERATION,8,8,8,1,0
OAK LEAF SOLAR XXI (CSG),39.638,-104.604,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
OAK LEAF SOLAR XXV LLC (CSG),39.637,-104.529,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
BLY SOLAR CENTER,42.392193,-121.024494,SOLAR ELECTRIC POWER GENERATION,8,8,8,1,0
I25 BATTERY STORAGE,40.140285,-104.978012,OTHER ELECTRIC POWER GENERATION,4,4,4,1,0
GILCREST SOLAR,40.289366,-104.783613,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
QUINCY SOLAR,39.63838,-104.562645,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
UNKNOWN,35.14063398,-114.0701223,SOLAR ELECTRIC POWER GENERATION,0,0,0,0,0
SEARCHLIGHT SOLAR,35.48296247,-114.9353773,SOLAR ELECTRIC POWER GENERATION,17.5,17.5,17.5,1,0
KELLOGG'S - SAN JOSE,37.356389,-121.871944,FOSSIL FUEL ELECTRIC POWER GENERATION,1.1,1,1,1,0
BOTTLE ROCK POWER,38.8348,-122.7677,GEOTHERMAL ELECTRIC POWER GENERATION,55,10,10,1,1
CHALK MOUNTAIN POWERHOUSE,40.98866276,-121.769261,HYDROELECTRIC POWER GENERATION,0,0,0,0,0
W E WARNE,34.6853,-118.7881,HYDROELECTRIC POWER GENERATION,74.2,76,76,2,0
TA-HIGH DESERT LLC,34.708889,-118.304722,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,0
SPECTRUM SOLAR PV POWER PROJECT,36.23731684,-114.8751158,SOLAR ELECTRIC POWER GENERATION,30,30,30,1,1
TAFT 26C COGEN,35.1133,-119.4706,FOSSIL FUEL ELECTRIC POWER GENERATION,12.4,10.8,11.6,4,0
NORTH BAY SOLAR 1,38.30102,-121.9653063,SOLAR ELECTRIC POWER GENERATION,1,1,1,1,0
VINTNER SOLAR,35.55815871,-120.6826501,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,1,0
DENTON POWER LLC,33.1917,-97.0781,BIOMASS ELECTRIC POWER GENERATION,1.6,1.6,1.6,1,0
RE KANSAS SOUTH LLC,36.22151783,-119.8299161,SOLAR ELECTRIC POWER GENERATION,20,20,20,1,1
HAT CREEK 2,40.960675,-121.548657,HYDROELECTRIC POWER GENERATION,10,8.5,8.5,1,0
FLAT TOP WIND I,31.68454658,-98.60336986,WIND ELECTRIC POWER GENERATION,0,0,0,0,0
UNKNOWN,31.94393872,-101.2485619,NOT AVAILABLE,0,0,0,0,0
UNKNOWN,31.99985342,-101.3511104,NOT AVAILABLE,0,0,0,0,0
MOJAVE 3,35.05,-118.2572,WIND ELECTRIC POWER GENERATION,23.5,23.5,23.5,1,0
RE MCKENZIE 6,38.30544332,-121.2834954,SOLAR ELECTRIC POWER GENERATION,5,5,5,1,0
SOLAR PHOTOVOLTAIC PROJECT #16,34.085556,-117.233611,SOLAR ELECTRIC POWER GENERATION,1.5,1.5,1.5,3,0
EXXONMOBIL BAYTOWN TURBINE,29.75812777,-95.01704536,FOSSIL FUEL ELECTRIC POWER GENERATION,381.8,297,377.1,5,0
MOJAVE COGEN,35.032045,-117.701247,FOSSIL FUEL ELECTRIC POWER GENERATION,58,56,58,2,0
